_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,_id,pseudocode
1590,6966892,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,3,3,1,12,1,110005,2,2,3,0,2,4,0,0,0,1,1,1,2,2,220,1,0,0,4,4,0,0,
1591,5829368,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,043-E Gautam Puri,,,10,3,9,12,1,110053,2,2,3,0,2,19,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1592,4739077,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,3,3,1,12,1,110073,2,2,3,0,2,4,19,0,0,1,1,1,1,2,225,1,7,9,0,0,0,0,
1593,2384965,DELHI,SOUTH EAST,2,,,,,3,3,1,12,1,110076,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,8,10,1,2,0,0,
1599,9994472,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,10,3,9,12,1,110063,2,2,3,0,2,19,4,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1600,1209906,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,024-S Bapraula,,,5,2,6,12,1,110043,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1601,8532266,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,095-S Badarpur,,,5,1,6,12,1,110044,2,2,3,0,2,4,19,0,0,1,1,1,9,9,226,1,0,0,0,0,0,0,
1602,9938237,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,037-S Matiala,,,5,3,6,12,1,110075,2,2,3,0,2,4,19,0,0,1,1,1,9,9,224,1,0,0,0,0,0,0,
1603,1166000,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,3,3,1,12,1,110056,2,2,3,0,2,4,19,0,0,1,1,1,1,2,250,1,38,32,0,0,0,0,
1604,9386667,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,047-S Dwarka-C,,,1,1,1,5,3,110077,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,27,0,0,0,0,0,
1605,4574082,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,100-N Moti Nagar,,,1,2,1,5,3,110015,2,1,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,9,0,0,0,0,
1606,3529509,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,3,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,222,1,6,6,0,0,0,0,
1607,5485061,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,TUGHLAKABAD,,,1,2,1,5,3,110044,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,0,20,0,0,0,0,
1608,5295828,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,018-N Dhirpur,,,1,3,1,5,3,110009,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,17,27,2,1,0,0,
1624,8242980,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,3,3,1,12,1,110039,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,19,48,2,3,0,0,
1630,6724082,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,060-S Kotla Mubarakpur,,,1,3,1,5,3,110003,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,9,11,8,4,0,0,
1640,9981361,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,1,3,1,5,3,110043,2,2,3,0,2,4,0,0,0,0,0,1,1,2,226,1,2,6,0,0,0,0,
1641,7669472,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,3,1,5,3,110093,2,2,3,0,2,4,0,0,0,0,0,1,1,2,231,1,25,30,4,0,0,0,
1642,2167344,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,1,2,1,5,3,110091,2,1,3,0,2,4,19,0,0,0,0,1,1,2,223,1,0,34,0,0,0,0,
1643,2797271,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,083-S Sangam Vihar-C,,,1,2,1,5,3,110080,2,1,3,0,2,4,19,0,0,0,0,1,2,2,216,1,0,0,0,1,0,0,
1644,2896547,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,1,1,5,3,110093,2,2,3,0,2,4,19,0,0,0,0,1,2,2,223,1,0,0,35,0,0,0,
1654,3514269,DELHI,NEW DELHI,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,6,3,1,10,3,110001,2,2,3,0,2,4,0,0,0,1,0,1,1,2,220,1,13,11,0,0,0,0,
1657,3506012,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,018-S Milap Nagar,,,7,3,6,10,1,110059,2,2,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
1659,6834249,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,014-N G.T.B. Nagar,,,1,3,1,5,3,110009,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,9,10,2,1,0,0,
1660,5434863,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,049-S Kapashera,,,1,2,1,5,3,110037,2,2,3,0,2,4,19,0,0,0,0,1,1,2,226,1,0,26,0,0,0,0,
1661,4807262,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,050-S Mahipalpur,,,1,3,1,5,3,110037,2,2,3,0,2,4,0,0,0,0,0,1,2,2,206,1,0,0,0,0,0,1,
1662,7841723,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,1,1,1,5,3,110002,2,1,3,0,2,19,4,0,0,0,0,1,2,2,220,1,0,0,9,0,0,0,
1663,5376118,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,004-N Holambi Khurd,,,1,2,1,5,3,110082,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,0,20,0,1,0,0,
1664,7060293,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,030-E Jhilmil,,,1,3,1,5,3,110032,2,2,3,0,2,4,19,0,0,0,0,1,1,2,226,1,17,12,1,0,0,3,
1665,2038292,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,051-E Janta Colony,,,1,1,1,5,3,110053,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,30,0,0,0,
1666,7751953,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,079-N Shastri Nagar,,,1,3,1,5,3,110052,2,2,3,0,2,4,0,0,0,0,0,1,1,2,224,1,12,7,0,0,0,0,
1667,7682096,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,062-N Shalimar Bagh -North,,,1,3,1,5,3,110088,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,10,14,0,0,0,0,
1675,9189558,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,SAINIK ENCLAVE,,,5,2,6,12,1,110059,2,1,3,0,2,19,4,0,0,1,1,1,9,9,250,1,0,0,0,0,0,0,
1677,8022815,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,082-S Tughlakabad Extension,,,7,2,6,10,1,110019,2,2,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
1680,7382757,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,5,2,6,12,1,110039,2,2,3,0,2,4,0,0,0,1,1,1,9,9,226,1,0,0,0,0,0,0,
1681,2905334,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,MEHRAULI,,,5,1,6,12,1,110017,2,1,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1682,1699833,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,039-S Chhawla,,,1,2,1,5,3,110071,2,2,3,0,2,4,0,0,0,0,0,1,1,2,218,1,1,84,0,20,0,0,
1684,7778269,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,3,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,5,3,1,0,0,0,
1685,7209731,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,039-E Welcome Colony,,,1,2,1,5,3,110053,2,1,3,0,2,4,19,0,0,0,0,1,1,2,225,1,0,34,0,0,0,4,
1691,2174842,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,095-N East Patel Nagar,,,1,1,1,5,3,110005,2,1,3,0,2,4,0,0,0,0,0,1,2,2,225,1,0,0,4,0,0,0,
1692,6034599,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,003-S Raja Garden,,,1,3,1,5,3,110027,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,32,27,5,1,0,0,
1693,3896691,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,061-N Haiderpur,,,1,3,1,5,3,110034,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,15,8,6,5,0,0,
1694,1647128,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,1,2,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,13,0,0,0,0,
1695,8905785,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,028-N Rithala,,,1,2,1,5,3,110085,2,1,3,0,2,4,19,0,0,0,0,1,1,2,220,1,0,44,0,1,0,0,
1696,6276439,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,043-E Gautam Puri,,,1,1,1,5,3,110053,2,1,3,0,2,4,19,0,0,0,0,1,2,2,224,1,0,0,18,0,0,0,
1697,7433470,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,026-E Kanti Nagar,,,1,3,1,5,3,110051,2,2,3,0,2,4,19,0,0,0,0,1,1,2,222,1,22,20,1,1,0,0,
1698,8539264,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,095-N East Patel Nagar,,,1,1,1,5,3,110008,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,10,0,0,0,
1699,4922057,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,024-N Rohini-A,,,1,3,1,5,3,110089,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,36,28,2,0,0,0,
1700,8516882,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,013-E Kishan Kunj,,,1,3,1,5,3,110092,2,2,3,0,2,18,19,0,0,0,0,1,1,2,225,1,13,17,1,0,0,0,
1701,7856767,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,MADANPUR KHADAR WEST,,,1,1,1,5,3,110076,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,6,0,0,0,
1705,4609098,DELHI,SOUTH WEST B-II,2,,,,,10,3,9,12,1,110072,2,2,1,2,2,19,4,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0,
1706,6455912,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,031-N Pooth Khurd,,,3,2,1,12,1,110042,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,34,0,0,0,0,
1707,3629920,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,DALLUPURA,,,5,2,6,12,1,110096,2,1,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1710,3664518,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,076-N Sangam Park,,,1,1,1,5,3,110033,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,5,0,11,0,
1711,3983246,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,076-N Sangam Park,,,1,2,1,5,3,110033,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,14,0,0,0,0,
1712,6661335,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,037-E Ram Nagar,,,1,1,1,5,3,110032,2,1,3,0,2,4,0,0,0,0,0,1,2,2,214,1,0,0,23,0,0,0,
1713,4810364,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,002-N Bakhtawarpur,,,1,2,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,0,22,0,0,0,0,
1714,9685949,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,018-E Anand Vihar,,,1,2,1,5,3,110092,2,2,3,0,2,4,19,0,0,0,0,1,1,2,224,1,0,15,0,0,0,0,
1715,2516972,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,1,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,210,1,13,0,0,0,0,0,
1716,6782725,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,099-S Om Vihar,,,1,2,1,5,3,110044,2,2,3,0,2,4,19,0,0,0,0,1,1,2,219,1,0,29,0,0,0,0,
1717,9180000,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,041-E Chauhan Banger,,,1,1,1,5,3,110053,2,1,3,0,2,4,19,0,0,0,0,1,2,2,220,1,0,0,0,0,0,0,
1718,5678352,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,075-S Tigri,,,1,1,1,5,3,110062,2,1,3,0,2,19,4,0,0,0,0,1,2,2,220,1,0,0,30,0,0,0,
1719,7360236,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,1,3,1,5,3,110043,2,2,3,0,2,4,0,0,0,0,0,1,2,2,222,1,1,1,0,0,0,0,
1725,6561744,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,029-S Bindapur,,,5,2,6,12,1,110059,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1731,7707435,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,HARI NAGAR-A,,,5,1,6,12,1,110058,2,1,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1732,3599513,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,RAM PURA,,,5,3,6,12,1,110035,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1733,2094236,DELHI,SOUTH EAST,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,3,3,1,12,1,110003,2,2,3,0,2,4,19,0,0,1,1,1,1,1,220,1,18,16,0,0,2,0,
1734,7990982,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,028-S Uttam Nagar,,,7,3,6,10,1,110059,2,2,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
1735,2371169,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,1,3,1,5,3,110091,2,2,3,0,2,4,19,0,0,0,0,1,1,2,218,1,24,29,1,1,0,0,
1748,2212181,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,064-E Sri Ram Colony,,,1,1,1,5,3,110094,2,2,3,0,2,4,0,0,0,0,0,1,2,2,222,1,0,0,0,0,0,0,
1749,9198099,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,029-S Bindapur,,,1,1,1,5,3,110059,2,1,3,0,2,4,19,0,0,0,0,1,2,2,220,1,0,0,21,0,0,0,
1750,7720340,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,056-N Mangol Puri-C,,,1,3,1,5,3,110083,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,12,20,0,0,0,0,
1761,6785958,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,090-N Ballimaran,,,3,2,1,12,1,110006,2,1,3,0,2,18,19,0,0,1,1,1,1,2,220,1,0,78,0,7,0,0,
1762,7822099,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,051-E Janta Colony,,,5,1,6,12,1,110032,2,1,3,0,2,4,19,0,0,2,1,1,9,9,220,1,0,0,0,0,0,0,
1763,6569053,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,064-N Pitampura,,,3,3,1,12,1,110034,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,17,11,1,0,0,0,
1764,5860531,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,013-E Kishan Kunj,,,5,1,6,12,1,110092,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1765,5644646,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,008-E Kalyan Puri,,,3,1,1,12,1,110091,2,2,3,0,2,4,19,0,0,1,1,1,2,2,220,1,0,0,8,0,0,0,
1767,8776126,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,3,3,1,12,1,110043,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,5,10,1,2,0,0,
1768,9001352,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,058-S Kasturba Nagar,,,3,3,1,12,1,110014,2,2,3,0,2,4,19,0,0,1,1,1,1,1,220,1,13,16,0,2,1,0,
1769,9665798,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,020-S Vikaspuri,,,1,2,1,5,3,110059,2,1,3,0,2,4,19,0,0,0,0,1,1,2,228,1,0,24,0,0,0,0,
1770,3619107,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,098-N West Patel Nagar,,,1,2,1,5,3,110008,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,84,0,0,0,0,
1771,1236475,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,056-S Sidharth Nagar,,,1,2,1,5,3,110013,2,2,3,0,2,4,0,0,0,0,0,1,1,2,221,1,0,51,0,0,0,0,
1772,2121824,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,093-N Paharganj,,,1,1,1,5,3,110055,2,1,3,0,2,4,0,0,0,0,0,1,2,2,210,1,0,0,0,0,0,0,
1773,8539390,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,049-N Nangloi Jat,,,1,2,1,5,3,110087,2,1,3,0,2,4,19,0,0,0,0,1,1,2,226,1,0,28,0,0,0,0,
1774,4798829,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,1,1,5,3,110043,2,2,3,0,2,4,0,0,0,0,0,1,2,2,226,1,0,0,7,0,0,0,
1775,8371708,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,053-N Rohini-E,,,1,1,1,5,3,110085,2,1,3,0,2,4,0,0,0,0,0,1,2,2,214,1,3,0,28,0,0,0,
1776,4546424,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,064-N Pitampura,,,1,3,1,5,3,110034,2,2,3,0,2,4,0,0,0,0,0,1,1,2,213,1,10,7,2,1,0,0,
1777,2356356,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,1,2,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,0,21,0,0,0,0,
1778,6174472,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,055-N Mangol Puri-B,,,1,1,1,5,3,110083,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,9,0,0,0,
1779,5361538,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,021-S Hastsal,,,1,1,1,5,3,110059,2,1,3,0,2,4,19,0,0,0,0,1,2,2,220,1,0,0,0,0,0,0,
1780,7148518,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,003-E Trilokpuri-West,,,1,1,1,5,3,110091,2,1,3,0,2,4,19,0,0,0,0,1,2,2,225,1,0,0,30,0,0,0,
1781,7494704,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,028-S Uttam Nagar,,,1,1,1,5,3,110059,2,2,3,0,2,4,19,0,0,0,0,1,2,2,248,1,0,0,0,0,0,0,
1782,6032540,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,029-N Nangal Thakran,,,1,1,1,5,3,110039,2,2,3,0,2,4,0,0,0,0,0,1,1,2,215,1,22,0,14,0,0,0,
1783,9892989,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,1,1,5,3,110093,2,1,3,0,2,4,0,0,0,0,0,1,2,2,221,1,0,0,27,0,0,0,
1791,4926213,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,008-E Kalyan Puri,,,5,2,6,12,1,110091,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1792,1151945,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,028-E Dilshad Colony,,,3,1,1,12,1,110095,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,26,0,1,0,0,0,
1794,1327676,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,005-N Bankner,,,5,3,6,12,1,110039,2,2,3,0,2,4,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1795,1355022,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,087-S Chitaranjan Park,,,5,3,6,12,1,110019,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0,
1796,7625606,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,034-E New Seemapuri,,,1,2,1,5,3,110095,2,1,3,0,2,4,0,0,0,0,0,1,1,2,225,1,0,34,0,0,0,0,
1797,3587353,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,011-S Pratap Nagar,,,1,3,1,5,3,110064,2,2,3,0,2,19,0,0,0,0,0,1,1,2,228,1,18,9,3,1,0,0,
1802,9196000,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,1,1,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,2,2,222,1,0,0,17,0,0,0,
1807,3896544,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,3,1,5,3,110093,2,2,3,0,2,4,0,0,0,0,0,1,1,2,221,1,12,9,0,0,0,0,
1808,6905976,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,045-N Sultan Puri-A,,,1,2,1,5,3,110086,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,0,62,0,1,0,0,
1809,2606724,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,008-N Jharoda,,,1,2,1,5,3,110084,2,1,3,0,2,4,19,0,0,0,0,1,1,2,220,1,0,103,0,2,0,5,
1810,3897948,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,003-N Alipur,,,1,3,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,222,1,28,28,1,0,0,0,
1811,6207667,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,086-N Ajmeri Gate,,,1,3,1,5,3,110006,2,2,3,0,2,18,4,0,0,0,0,1,1,2,227,1,21,28,1,1,0,0,
1812,8337920,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,023-E Ghondli,,,1,3,1,5,3,110051,2,2,3,0,2,4,19,0,0,0,0,1,1,2,216,1,13,11,2,1,0,0,
1813,2199212,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,058-E Mustafabad,,,1,1,1,5,3,110094,2,1,3,0,2,4,19,0,0,0,0,1,2,2,221,1,0,0,0,0,0,0,
1819,7408558,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,SHASTRI PARK,,,3,1,1,12,1,110053,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,58,0,0,0,0,0,
1820,2689171,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,005-S Rajouri Garden,,,5,1,6,12,1,110027,2,2,3,0,2,4,19,0,0,1,1,1,9,9,235,1,0,0,0,0,0,0,
1821,3078405,DELHI,EAST,2,,,,,10,3,9,12,1,110031,2,2,3,0,2,19,4,0,0,2,2,1,9,9,232,1,0,0,0,0,0,0,
1825,7994271,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,015-N Mukherjee Nagar,,,1,3,1,5,3,110009,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,5,8,0,0,0,0,
1834,3149426,DELHI,NORTH EAST I,2,,,,,4,1,6,8,1,110094,2,1,3,0,9,4,19,0,0,0,0,1,9,9,220,1,0,0,0,0,0,0,
1836,5643078,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,008-N Jharoda,,,7,1,6,10,1,110084,2,1,3,0,2,4,0,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
1837,5262747,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,075-S Tigri,,,7,2,6,10,1,110062,2,1,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0,
1845,4299515,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,026-N Vijay Vihar,,,3,3,1,12,1,110085,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,31,36,1,4,0,0,
1846,5121232,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,057-S Lajpat Nagar,,,3,3,1,12,1,110024,2,2,3,0,2,4,19,0,0,1,1,1,1,1,234,1,16,2,6,3,0,0,
1858,9472923,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,053-E Gokal Puri,,,1,1,1,5,3,110094,2,1,3,0,2,4,19,0,0,0,0,1,2,2,220,1,0,0,0,0,0,0,
1859,3351623,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,046-N Mangol Puri-D,,,1,3,1,5,3,110083,2,2,3,0,2,4,18,0,0,0,0,1,1,2,220,1,53,54,4,1,0,0,
